"id_Pregunta","Titulo","Cuerpo","Categoria","Clase","Seguidores","Respuestas","Idioma"
"20160102231645AAGdLHe","I get paid $13.25 an hour and the minimum wage here in Oakland California is $12.25. In 2016, the minimum wage will increase to $12.55.?","Will the increase affect my wage as well? In other words, will I get paid more? ","Business &amp; Finance, Insurance","RAFAGA","0","6","ENG"
"20160103045353AAANHfm","¿Me pueden recomendar algun software con mapa estelar compatible para windows 7 para descargar gratis en español?","Estoy empezando a conocer mas de cerca la astronomía y me gustaría tener en mi pc algún mapa estelar con planetas, constelaciones, cúmulos etc. Trate de descargar algunos como ""Star map 1.0"" y ""SkyORB"" pero no son compatibles para mi vieja PC con windows 7. ","Astronomy &amp; Space, Science &amp; Mathematics, Alternative","PERMANENTER","0","4","ESP"
"20160103062535AAAvYc5","¿Como se dice maldita sea en ingles?","<br/> ","Trivia, Education &amp; Reference","PERMANENTER","0","7","ESP"
"20160103170820AAn2cc9","¿Porque la Isla de Pascua tambien quiere ir a la Corte de la Haya para independizarse de Chile?","Tambien la Isla de Pascua demandara a Chile ante la Corte de la Haya para independizarse de ese pais? ","Politics &amp; Government, Military","RAFAGA","1","6","ESP"
"20160103180920AAjohrN","¿Cómo hackeo una cuenta abandonada en Instagram?","El problema que tengo es que hay una cuenta en Instagram que está abandonada y me gustaría tener su nombre, y hace como 259 semanas que no sube fotos... Alguien podria hackearla, cambiarle el nombre y avisarme? Porfavor, la cuenta se llama @gaab. Doy 5 estrellas. ","Computers &amp; Internet, Internet, YouTube","PERMANENTER","1","11","ESP"
"20160103181515AAZwiqr","Iphone podcast?","as you know, in order to subscribe to a podcast on iphone, you need the url. can someone please send the link to Marc Marons WTF Podcast. ","Music &amp; Music Players, Consumer Electronics","PERMANENTER","0","4","ENG"
"20160104040017AAkmikh","¿Que significa la frase ""I’m down to make myself uncomfortable""?","¿Me podeis decir que significa esta frase porfavor?: ""I m down to make myself uncomfortable"" Gracias. ","Languages, Society &amp; Culture","PERMANENTER","0","4","ESP"
"20160104050038AAAAwT6","Why does my mom think spanking me is going to make me learn better, get better grades, and be successful?","<br/> ","Beauty &amp; Style, Tattoos, Skin &amp; Body","PERMANENTER","0","13","ENG"
"20160104072213AARqt0w","Boss is possibly cheating me out of used car commissions.?","I live in NJ  <br/> <br/> Last month I sold 4 cars and made $1327 one of these cars was not profitable (last month average per car $330) my boss also lied to my face and said my average was 250 per car <br/> <br/>  <br/> <br/> This month I sold 5 cars and made $1405 <br/> <br/> (This months average per car 281) <br/> <br/>  <br/> <br/> Does this sounds normal or am I getting screwed? ","Cars &amp; Transportation, Car Makes, Mercedes-Benz","PERMANENTER","0","8","ENG"
"20160104072326AAyzYEa","Should I move out?","I'm a 23 year old college senior I graduate in may. I can not take living with my dad anymore he plays mind games and drive me crazy. Basically I'm alone anyway so why not have my own space and be alone. I don't have a high paying job but I have 7,000 in savings I figured if I moved in February the 7,000 will last me until May and yes I will still work and save money where I can but I just really want out of this house. Should I just take the leap? What I'm really afraid of is that no place besides college apartments with 10 room mates will want to lease to me will they? ","Business &amp; Finance, Insurance","PERMANENTER","0","21","ENG"
"20160104092741AAkNrn9","¿Mi edad dentro de 11 años sera el triple de la que tuve hace 7 años . ¿Que edad tengo ahora?","Doy 5 puntos a la mejor respuesta con su comprobacion. Saludos. ","Mathematics, Science &amp; Mathematics, Alternative","OTROS","0","10","ESP"
"20160104125056AAGN9E3","¿Que haces si tu pareja no valora lo que haces por ella?","<br/> ","Marriage &amp; Divorce, Family &amp; Relationships","PERMANENTER","0","12","ESP"
"20160104134622AAve3qx","¿El que me responda primero le doy 5 estrellas que valen 10 puntos...Trivia Facil?","Bueno lo primero : <br/> <br/> Tienen que escribir las vocales completas y me tienen que seguir el que cumpla esos pasos le doy 5 estrellas ....que valen 10 pts.....Algo facil y sencillo ","Other - Education, Education &amp; Reference","OTROS","1","7","ESP"
"20160104143047AAs8idX","¿Que Son Esas Cosas Moradas De mi planta de Marihuana?","<br/> ","Home &amp; Garden, Decorating &amp; Remodeling","PERMANENTER","1","4","ESP"
"20160104160305AAzNM1U","Chromecast burned out my TVs USB port?","My Chromecast burned out my LG tvs usb  port. I called LG and they said the port is not designed to be used for streaming devices, its only for usb sticks. However the port is labeled as USB and according to Google if there is an available USB port on the TV then you can use that. The only thing it mentions is that if the usb port says 'service port' then you should not use it. My TV says USB port -- and LG is not accepting warranty claim . What should I do? ","TVs, Consumer Electronics","PERMANENTER","0","4","ENG"
"20160104182017AAujf5h","¿Como podría matar a un gato sin generarle dolor alguno?","Hola! Tengo un problema y creo que esta es la mejor solución... Resulta que en el techo de mi casa hay muchos gatos (8 o 9 ) y lamentablemente llevan una vida pecima, una mala vida, nosotros le damos de comer y agua pero no es suficiente, tampoco podemos bajarlos ni ofrecerle a la gente porque prácticamente son gatos salvajes no se dejan acariciar, y cuando alguien se acerca corren, creo que la mejor manera de acabar con esto es sacrificándolos pero no se puede llamar a un veterinario porque no se van a dejar agarrar, entonces pensaba en ponerles algo en la comida para ponerlos a dormir, algo que no les cause dolor... Me ayudan por favor ! ","Cats, Pets","OTROS","0","5","ESP"
"20160104194458AAhw4Na","¿Cómo puedo dominar el balón?","Llevo tres semanas practicando como una hora o poquito más diario las dominadas y no lo logro no espero ser buenísima en ese tiempo pero sólo hago 3 ya vi vídeos de yt y no con sigo mejorar. <br/> <br/> Yo se que la práctica hace al maestro pero creo que en 3 semanas ya debería de notar un poco de resultados así que porfa ayúdenme como mover la pierna, como entrenar etc.  <br/> <br/> Gracias :D</span> <br/>     <span itemprop=""text"" class=""ya-q-text"">J</span> <br/>     <span itemprop=""text"" class=""ya-q-text"">Dominar de hacer dominadas y no hago más de tres, perdón si no se entendía peroo es a lo que me refería ","Football (Soccer), Other - Soccer, Sports","PERMANENTER","0","4","ESP"
"20160104202655AA2hksg","¿Carta antecedentes no penales?","Hola que pasaria si alguien es enviado a tramitar una carta de ante no pen. pero el titular tiene averiguacion previa? <br/> <br/>  <br/> <br/> Pueden detener a la persona que fué enviada? ","Politics &amp; Government, Military","PERMANENTER","0","4","ESP"
"20160104205851AAi2oXM","¿En que se parece un cuervo a un escritorio?","?????? ","Words &amp; Wordplay, Education &amp; Reference","OTROS","0","6","ESP"
"20160105025337AATdTr7","Using multiple routers to have different IP's?","I know it's possible to use more than one router in a household but I want to know if it's possible to have different ip address for different routers. <br/> <br/>  <br/> <br/> I want to be able to sign up to things like swagbucks or perk tv but use more than one router so I can make more than one account. ","Computers &amp; Internet, Internet, YouTube","PERMANENTER","0","8","ENG"
"20160105060856AAwKRNm","¿Hace unos días me descarge lovoo, conocí a un chico y me ha ofrecido tener sexo con el, tengo 14 años y el un par más, que debería hacer?","Me dijo que me iba a tratar como una reina para que me sintiera en el cielo y disfrutará con el, debería perder mi virginidad con él? Que le digo? Sinceramente, me gustaría hacerlo, pero tengo mis dudas, me podéis dar algún consejo? Muchas gracias???? ","Yahoo Products, Yahoo Groups","PERMANENTER","0","4","ESP"
"20160105105854AADDtpb","What are the Qualifications for a Deaf Child Sign?Do you have to be Deaf both ears or Just One?","<br/> ","Special Education, Education &amp; Reference","PERMANENTER","0","4","ENG"
"20160105160037AANFzej","¿Problema relacionado con la Presion, ayudenme por favor :(?","La ventana de un avion tiene un area de superficie de 144 in2. La presion del aire dentro de la cabina es de 14.7lb/in2. La presion afuera de la ventana es de 6.7 lb/in2. <br/> <br/>  <br/> <br/> Determina la fuerza que empuja hacia adentro sobre la ventana, la que empuja hacia afuera y la resultante. <br/> <br/>  <br/> <br/> Una ayudita por favor, es que esta me la dejaron para vacaciones y no recuerdo nada de estos :(</span> <br/>     <span itemprop=""text"" class=""ya-q-text"">Si van a comentar estupideces, inmadureces, y puntitos. Ahorrenselo tarados. ","Physics, Science &amp; Mathematics, Alternative","PERMANENTER","0","5","ESP"
"20160105200604AA6sA9u","How can I conceive while breastfeeding ?","<br/> ","Pregnancy &amp; Parenting","PERMANENTER","0","4","ENG"
"20160105215857AA4Y7CN","¿Quiero fotos de niños desnudos puedes decirme donde busco?","<br/> ","Games &amp; Recreation","OTROS","0","14","ESP"
"20160105235107AA6uH8l","Why did Marilyn Monroe famously say ""If you can make a woman laugh, you can make her do anything""?","Could this be the secret of secrets? ","Gender Studies, Social Science","RAFAGA","1","13","ENG"
"20160106090048AAf4k3P","¿MIREN ESTE LICK http://bc.vc/?r=135733?","<br/> ","Community Service, Society &amp; Culture","OTROS","0","5","ENG"
"20160106094308AAcUpjT","¿Qué opinas del buen usuario de R y E que cambia las preguntas donde corresponde?","<br/> ","Dogs, Pets","OTROS","3","18","ESP"
"20160106230948AApBVJj","¿Para que quieres saber jajajajakahzbx aludos?","<br/> ","Conservation, Environment, Green Living","OTROS","0","4","ESP"
"20160107030704AAuN2p0","Are my fingers too short to play the recorder?","I have to learn how to play the recorder for a music appreciation class and I keep squeaking not matter how softly I blow.  When I hold the instrument, my fingers can just barely reach all the holes and probably aren't covering them all properly.  No matter how hard I try, I can't get it perfectly airtight.  I wish the professor made us sing instead because everyone has the physical capacity to do that. ","Arts &amp; Humanities, Poetry","PERMANENTER","0","6","ENG"
"20160107054544AA7Xloy","¿Si te hacen una herida sin querer por dentro de tus partes es peligroso o cicatriza como la piel?","<br/> ","Medicine, Science &amp; Mathematics, Alternative","PERMANENTER","0","4","ESP"
"20160107080235AAJf5mE","Women Who Eat On Tubes??!!?","I am seeing this in a lot of places and hearing about it too and I have researched it and I am just SO confused about it!! I have no idea what any of it means and what the problem is with women eating on tubes and then people taking photos of them and posting them on social media? I need someone to explain to me where this came from and do men not like women eating on tubes? Thank you! :-) ","Arts &amp; Humanities, Poetry","PERMANENTER","0","4","ENG"
"20160107093733AANRKET","Which car brand is the best?","I want to know from your personal experience. Not what you were told are from a website. Thanks ","Cars &amp; Transportation, Car Makes, Mercedes-Benz","PERMANENTER","0","7","ENG"
"20160107112645AAacLfl","¿Es bonito ? del 1 al 10 cuanto ?","<br/> ","Beauty &amp; Style, Tattoos, Skin &amp; Body","OTROS","0","8","ESP"
"20160107180836AAF7wDV","How many grams are in 0.47 mol of NH3? Answer in units of g. 0?","<br/> ","Science &amp; Mathematics, Alternative","PERMANENTER","0","4","ENG"
"20160108074654AApW1jM","¿Canto vale un almuerzo economico en tu pais?","<br/> ","Business &amp; Finance, Insurance","PERMANENTER","0","16","ESP"
"20160108114504AAFYTIf","I'm not sure if I want to keep my dog. He's really starting to stress me out, and I don't deal with stress that well.?","I can't leave him alone for a second without him freaking out, and I can't deal with his sever case of separation anxiety. I've tried everything to keep him from destroying the house, though nothing seems to be working. He's costed me a thousand in my pet funds already this week. There's seriously no helping him at this point. ","Dogs, Pets","PERMANENTER","1","6","ENG"
"20160108163022AA1OtmB","¿Que puedo hacerle o regalarle a mi novia en nuestro aniversario?","Se acerca nuestro aniversario y se me agotaron las ideas, quiero hacerle algo muy especial y unico, una sorpresa que nunca olvide, por ejemplo el primer mes le decore su habitación muy bonita, necesitó ideas. ","Weddings, Family &amp; Relationships","PERMANENTER","0","5","ESP"
"20160108164626AAg1zOc","¿Quien quiere chatear..!!! :)?","Es q stoy aburrido y ps quiero hablar con alguien..!! ","Entertaining, Food &amp; Drink","OTROS","0","6","ESP"
"20160109054907AAuYfE1","Please Help?!?!?","so my teacher asks that i analyze the painting called ""The Raft of Medusa and then explain what i think is going on in the picture, how do i think they got into this predicament, where did they come from, who are they, why do some of the people appear to be alive while the others are dead, and where were they trying to travel. i just cant figure anything out by only looking at the picture and i ve done some research but i cant find much of anything about the story behind the painting, if anyone has any understanding of this please help me, thanks! ","Arts &amp; Humanities, Poetry","PERMANENTER","0","5","ENG"
"20160109075145AAhsm9a","¿Arasy es verdad que te la pasas conectada en la noche y duermes en el dia o que?","<br/> ","Beauty &amp; Style, Tattoos, Skin &amp; Body","OTROS","0","9","ESP"
"20160109090345AAG6T1q","Relationship Advice?","Me and my boyfriend have been together basically 5 years, I m 21 and he s 24, we just recently moved in together and everything is pretty much great... It s just... When he talks about *when* we get married and *when* we have kids and *when, when, when* I just don t seem to sit on the same page with him.. I used too! And I guess I haven t thought about it recently... But I don t want to marry him, idk if I ll change my mind in the future but I also don t want to have kids with him.... I want him to always be apart of my life.. But idk how? I love him to death, and wouldn t trade these past 5 years for anything, and I don t want to break up, I just don t know what this means, if it means anything. Is it wrong to stay with him when he wants to get married and have kids now, and I don t? We ve only just moved in together and me from my parents house... It s not living together that s bad, it s actually made our relationship better I think.. Or maybe not, we don t fight or argue anymore unless it s a small back and forth then done, but I ve begun to notice how lazy, irresponsible, immature, and  He has no ambition to do anything except stay at his factory job, smoke weed, and play video games. I m looking into the navy and he has no plans except to get hitched and knock me up, which we live paycheck to paycheck now. He cant support me with school, navy, and kids... But I still love him... I just don t see our futures heading in the same direction. Can it still work? ","Singles &amp; Dating, Family &amp; Relationships","PERMANENTER","1","5","ENG"
"20160109103810AAKySO8","¿Por qué las españolas son tan feas?","Hace seis días regresé de España (Valencia) y la verdad me sorprendí, siempre oí que las mujeres mas lindas están en Europa, pero me encontré con todo lo contrario, lleno de mujeres feas, algunas parecían hombres, no ví una linda, no entiendo porque en España no son lindas como cualquier otro país al menos. Lo digo con todo respeto. ","Cooking &amp; Recipes, Food &amp; Drink","OTROS","0","8","ESP"
"20160109140002AAsI1Og","¿Qué opinas de los musulmanes?","<br/> ","Religion &amp; Spirituality, Society &amp; Culture","RAFAGA","1","13","ESP"
"20160109172821AAfxzHj","Does anyone else think Adele is overrated?","First of all, let me say that I have nothing against Adele or her fans.  <br/> <br/> However, as of late, I hear Adele's songs being played everywhere and if I'm honest, I am getting pretty sick of hearing them. Yes, she's good, but I think the media have overrated her beyond all belief. There's plenty of other female singers who have big voices and can sing just as good as her, but they get no recognition. ","Music, Singing, Entertainment &amp; Music","RAFAGA","0","5","ENG"
"20160109192512AA4sm2c","Does Bill Clinton strike you as being somewhat of a dirt bag ??","<br/> ","Politics &amp; Government, Military","RAFAGA","0","16","ENG"
"20160110011131AAbv6TK","Why did she invite them in in the first place?","<a href=""http://www.dailymail.co.uk/news/article-3391678/Feminists-far-right-groups-hold-separate-rallies-Cologne-Merkel-backs-new-powers-expel-migrant-criminals-wave-sex-assaults.html"" rel=""nofollow"" class=""Clr-b"">http://www.dailymail.co.uk/news/article-...</a> ","News &amp; Events, Current Events","RAFAGA","2","16","ENG"
"20160110094019AAD5v8U","¿Que me dirían si yo fuera Vegetta777?","<br/> ","Video &amp; Online Games, Games &amp; Recreation","DRIFT","0","57","ESP"
"20160110143849AAoP3yR","¿Como celebraste tu cumpleaños numero 30?","<br/> ","Other - Society &amp; Culture, Society &amp; Culture","PERMANENTER","0","4","ESP"
"20160110184152AAt5p1U","Sorry I don't know how to do it, but how do you change your picture on Yahoo Answers and your Email?","<br/> ","Yahoo Products, Yahoo Groups","PERMANENTER","0","4","ENG"
"20160110235112AAYyAWB","Is sugar free red bull really as bad as people say?","<br/> ","Non-Alcoholic Drinks, Food &amp; Drink","RAFAGA","0","4","ENG"
"20160111023155AAtIQLe","¿Dónde consigo mota en Atizapan de Zaragoza?","Es para una tarea... ","Local Businesses, Bangalore","PERMANENTER","0","5","ESP"
"20160111093029AAAiFsp","Should The Undertaker be inducted into this year's Hall Of Fame?","<br/>     <span itemprop=""text"" class=""ya-q-text"">I'd say Yes, and for celebrity wing.. Lemmy ","Sports","DRIFT","0","16","ENG"
"20160111152310AAmU0Lq","I want to use a 3000watt sub and 500watt speakers in my home to use for movies and music Can anyone give me a list of things ill need?","<br/> ","Home Theater, Consumer Electronics","PERMANENTER","0","12","ENG"
"20160111191619AAtqFyl","¿:v te gustan los pepinos?","<br/> ","Dining Out, India","OTROS","0","6","ESP"
"20160111195805AAbAy4l","¿Si la Doctora Hypaya acepta a Jesucristo como su Salvador personal,seguirias su ejemplo abandonando tu ateismo?","<br/> ","Lesbian, Gay, Bisexual, and Transgendered, Cultures &amp; Groups, Society &amp; Culture","RAFAGA","1","7","ESP"
"20160112060746AAaqN7v","¿Como puedo masturbarme y llegar a eyacular y a un enorme orgasmo, es mi primera vez masturbandome¡ayuda! (soy chica de 13 años)?","Quiero masturbarme frente a mi novio y eyacular quiero saber q se siente y darle placer a mi novio ( ojo no tendremos sexo) ","Pregnancy &amp; Parenting","OTROS","1","20","ESP"
"20160112092344AAX0LoH","¿Que les parece la de la foto?","<br/>     <span itemprop=""text"" class=""ya-q-text"">o.o.o.o.o ","Psychology, Social Science","OTROS","1","4","ESP"
"20160112114302AAItT6F","I've failed my maths test 3 times?","It's annoying. I could of passed the first time  if I had just got 5 marks more. The first resit was **** and now I've failed my second resit. I don't know what to do or how to tell my parents. ","Standards &amp; Testing, Education &amp; Reference","PERMANENTER","0","6","ENG"
"20160112191912AAwXcm1","¿Algún juego que me recomienden de ps3 para comprarme ?","<br/> ","Video &amp; Online Games, Games &amp; Recreation","DRIFT","0","9","ESP"
"20160112212342AAwp5ep","Do cats masturbate?","<br/> ","Cats, Pets","OTROS","5","77","ENG"
"20160113082902AANvCL7","What is facebook?","<br/> ","Computers &amp; Internet, Internet, YouTube","M-RAFAGA","2","54","ENG"
"20160113105417AAE6bUD","¿Cómo Consigo Un Préstamo De $70?","No quiero pedirlo a mi familia ni amigos ya que nadie creerá en mí. Necesito esos $70 dólares, puede que sea poco pero los quiero para empezar mi negocio. Estoy seguro de obtener ganancias en muy corto plazo, y con estas podré seguir invirtiendo para hacer crecer poco a poco mi negocio. Donde Puedo conseguirlo? <br/> <br/> ¿Podría alguien apadrinarme para poder llevar a cabo Mi proyecto? <br/> <br/> ¿Alguien de aquí podría ayudarme? Les aseguro que pagaré cada centavo con el que me ayudasen. ","Business &amp; Finance, Insurance","PERMANENTER","0","6","ESP"
"20160113112647AANhioS","I need a really good comeback?","So long story short I'm back in graduate school and I'm a bit older than many of my classmates because I'm 25 and most of them are 22/23.  Yesterday I had to give a presentation on point-set topology and I really, I MEAN REALLY f'd it up.  I f'd it up BAD.  So bad, in fact, that the professor re-assigned it to another student.  I know this is bound to happen, so before it does I want to be ready.  I know that somebody will inevitable ask me:  <br/> <br/>  <br/> <br/> ""How did you get this far in mathematics?""  <br/> <br/>  <br/> <br/> or some variation of it, like ""how did you stay alive for so long if you're this stupid"", I need a good comeback to this.  So far all I have is: <br/> <br/>  <br/> <br/> ""well, unlike some people, I have a life outside of academia""  <br/> <br/>  <br/> <br/> Which is true since I'm a father.   <br/> <br/>  <br/> <br/> Need help. ","Words &amp; Wordplay, Education &amp; Reference","OTROS","0","10","ENG"
"20160113202230AAgePLy","Do you think that Climate Change Indoctrination should be kept out of school?","<br/> ","Global Warming, Environment, Green Living","DRIFT","0","39","ENG"
"20160114100944AAgs8mL","¿Pregunta para hombres. Qué es lo primero que le ves a una mujer fisicamente y personalmente?","<br/> ","Singles &amp; Dating, Family &amp; Relationships","OTROS","0","37","ESP"
"20160114102233AAjKiWc","Should I buy a house with a history of foundation repair?","I am considering buying a house.  The sellers' agent gave us a report stating that in 2009 1/8th inch cracks in the foundation wall inside and outside  the house and at the garage floor slab were repaired. An engineering report states that there was also a 1/4""  crack in the foundation wall outside the house.  With the remainder of the visible portions of the foundation appearing satisfactory.  The house was built in 1971.  Cause states condition appears to be caused by corrosion of the reinforcing steel in the concrete foundation being located too close to the surface.  Not all of the foundation was examined due to being covered by flooring. The visible cracks were repaired by shooting epoxy into cracks.  Is this a home I will want to purchase?  Or, is this too much to worry about?  Thank you! ","Maintenance &amp; Repairs, Home &amp; Garden, Decorating &amp; Remodeling","PERMANENTER","0","12","ENG"
"20160114204219AAn46FT","¿El que adivine mi edad se lleva 5 puntos estoy entre los 8-40,no vale comentar mas de una vez,o poner mas de un numero en un comentario.?","<br/> ","Games &amp; Recreation","OTROS","0","9","ESP"
"20160115000909AAPy8sz","¿Que es una colindancia en un terreno?","<br/> ","Environment, Green Living","PERMANENTER","0","10","ESP"
"20160115052419AA2r9tD","How do you prefer a living room to be? Dark and cosy or light and airy?","<br/> ","Home &amp; Garden, Decorating &amp; Remodeling","PERMANENTER","0","9","ENG"
"20160115160054AApMcN3","¿Este hombre es lindo o feo!! que me dicen.. VER FOTO?","<br/> ","Bern, Switzerland, Travel, Canada","OTROS","0","5","ESP"
"20160115224225AAmb9Ro","What is your opinion of my situation?","I'm a 21 year old Sourh Asian female, living in America. My parents won't let me move out until I'm married because they think Ill become a slut if I'm on my own, and that's a disgrace to the family in our culture, but I have a strong desire to move our, be independent, and lead my own life. i cannot do that living under my parents roof, being treated like a child, I have a plan of how to afford studio apartment near me. Should I move out against my parents will?</span> <br/>     <span itemprop=""text"" class=""ya-q-text"">I'm a 21 year old Sourh Asian female, living in America. My parents won't let me move out until I'm married because they think Ill become a slut if I'm on my own, and that's a disgrace to the family in our culture, but I have a strong desire to move our, be independent, and lead my own life. i...</span> <br/>     <a class=""ya-q-show-more Clr-b Cur-p"" href=""#""> show more </a> <br/>     <span class=""D-n ya-q-full-text Ol-n"" tabindex=""-1""> I'm a 21 year old Sourh Asian female, living in America. My parents won't let me move out until I'm married because they think Ill become a slut if I'm on my own, and that's a disgrace to the family in our culture, but I have a strong desire to move our, be independent, and lead my own life. i cannot do that living under my parents roof, being treated like a child, I have a plan of how to afford studio apartment near me. Should I move out against my parents will? ","Other - Family &amp; Relationships, Family &amp; Relationships","PERMANENTER","0","7","ENG"
"20160116081752AAdbsqa","Why should gun manufacturers be held liable for what criminals' illegal activities with their products?","Ford and Chrysler aren't held liable for the actions of drunk drivers.  Oil companies aren't held responsible for people throwing Molotov cocktails.  Why should the manufacturer of any product be held responsible for the criminal misuse of that product? ","Politics &amp; Government, Military","RAFAGA","0","12","ENG"
"20160116113818AApO0Dw","¿Hola que tal? Alguien le gustaría ganar $8.000 USD por mes?","<br/> ","Business &amp; Finance, Insurance","OTROS","1","10","ESP"
"20160116185641AAltmM5","¿Sobre Evangelion. En resumen, ¿que es exactamente el Proyecto de Instrumentalización Humana?","<br/> ","Entertainment &amp; Music","RAFAGA","0","7","ESP"
"20160116215524AAkbBUv","¿Hola me gustaria preguntarle a la gente que es lo que mas les gusta de un libro que es lo que mas le gusta me ayudarian mucho con su opinon?","<br/> ","Arts &amp; Humanities, Poetry","PERMANENTER","0","10","ESP"
"20160117090429AAZgm08","¿Ayuda con una matriz en c++?","necesito ayuda con esto, he hecho una matriz en c++ y la muestra, pero ahora debo hacer que solo muestre los números que se encuentran en la diagonal secundaria ,es decir i tengo una matriz  <br/> <br/> 1 2 3  <br/> <br/> 4 5 6  <br/> <br/> 7 8 9  <br/> <br/> mostrar solo el 3, 5, 7  <br/> <br/>  <br/> <br/> #include <iostream>  <br/> <br/> using namespace std;  <br/> <br/>  <br/> <br/> int main ()  <br/> <br/>  <br/> <br/> {  <br/> <br/> int n=0 ;  <br/> <br/> int matriz [100][100];  <br/> <br/>  <br/> <br/> cout<<""definir tamaño de la matriz"";  <br/> <br/> cin>>n ;  <br/> <br/>  <br/> <br/> cout<<""ingrese los datos:\n"";  <br/> <br/>  <br/> <br/> for (int i=1;i<=n;i ++){  <br/> <br/> for(int j=1; j<=n; j++){  <br/> <br/> cin >> matriz[i][j];  <br/> <br/>  <br/> <br/> }  <br/> <br/> }  <br/> <br/>  <br/> <br/> cout<<""imprimir matriz\n"";  <br/> <br/> cout<<""\n"";  <br/> <br/> for (int i=1;i<=n;i++){  <br/> <br/> for (int j=1;j<=n;j++){  <br/> <br/> cout<<"" ""<<matriz[i][j];  <br/> <br/>  <br/> <br/> }  <br/> <br/>  <br/> <br/> cout<< ""\n\n"";  <br/> <br/>  <br/> <br/> }  <br/> <br/>  <br/> <br/> system(""pause"");  <br/> <br/> return 0;</span> <br/>     <span itemprop=""text"" class=""ya-q-text"">también como mostrar solo los números que están por encima y por debajo de la matriz principal es decir el 2 6 y el 4 8 ","Computers &amp; Internet, Internet, YouTube","PERMANENTER","0","4","ESP"
"20160117105312AAFr23W","¿Alguien más extraña los celulares tipo carpeta?","A pesar de que obvio por toda la tecnología actual son mucho mejores los de ahora. Pero yo sigo extrañando los celualres tipo carpeta, que se abrían y cerraban, y tenían teclas físicas. Se que a muchos no les gusta la idea pero a mi sí. Si volviera saliera un celular así (No Touch) con tecnología actual. Yo si lo compraría. Por ejemplo. Yo amaba estos allá por el 2005. ","Cell Phones &amp; Plans, Consumer Electronics","PERMANENTER","0","11","ESP"
"20160117115903AAbkmxv","Which is more physically demanding, being a nurse or being a doctor?","I want to go into the medical field so bad, but being only 17 and working part time at a 5 hour shift hurts my knees and back tremendously. I m worried that I ll be in constant pain working as a nurse. So I m just wondering, which requires more physical work, nursing or being a doctor? ","Business &amp; Finance, Insurance","PERMANENTER","0","6","ENG"
"20160117143056AAJxVn8","¿Se puede tener un bebe si te vienes poquitito dentro de tu novia?","<br/> ","Other - Family &amp; Relationships, Family &amp; Relationships","PERMANENTER","1","38","ESP"
"20160117182904AAvdHyN","Is there free or cheap medical services in Sydney?","Hi, I'm a backpacker. Now stay in Rozelle, Sydney. In need of medical services, but not sure if I'm covered by insurance. <br/> <br/> In my home country churches have services for this kind of situation. However, I don't know how things going here. <br/> <br/> Any advice is appreciated. <br/> <br/> Thank you in advance. ","Sydney, Travel, Canada","PERIODICA","1","7","ENG"
"20160118054431AAdMCgE","9/11 was an inside job commited by the military, intelligence agencies and foreign patsies. Why do people still favor the official story?","The evidence is in movies, media, videos when they give snippits on how they admit it but it is dine subliminally so the public don't get out of their hypnotized slave state, they are still blind to it. Humanity is dumbed down to the worst extent. ","Yahoo Products, Yahoo Groups","M-RAFAGA","0","4","ENG"
"20160118144439AApCWds","Which zodiac sign females are more feminine, attractive, and more like to wear makeup: Aries OR Leo?","<br/> ","Entertainment &amp; Music","OTROS","0","9","ENG"
"20160118185116AAp0hWv","¿Soy un poco egoísta pero me doy cuenta y luego me siento mal, que hago?","Creo que ese es uno de los pocos defectos que tengo , soy muy buena persona . ","Psychology, Social Science","PERMANENTER","1","12","ESP"
"20160118193138AANyRc9","A secret I can't get myself to tell my family?","I've been feeling really sad almost everyday and I found out I had depression but I can't seem to get myself to tell my parents or my sisters. I feel like they'll judge me for some reason. I just feel like they won't accept me ? I don't know how to explain it.. And it doesn't seem like something that's serious so I guess that's why I feel that way.. ","Health, Diseases &amp; Conditions","PERMANENTER","1","18","ENG"
"20160120002516AASlh42","¿Me ayudas a mejorar mi ortografía?","De por si escribo perfecto, pero quisiera mejorar aún más. ¿Me ayudan? ","Polls &amp; Surveys, Entertainment &amp; Music","PERMANENTER","1","10","ESP"
"20160120100303AAXLuEM","¿Porque un chico me mira fijo mientras va caminando.?","Soy chica, tengo 18, tengo idea de quien es, llevaba 10 años sin verlo, nunca pasó nada malo entre los dos.  <br/> <br/> Es que está bonito, cuando era pequeño era muy tierno de cara, me daría como pena saludarlo, el hasta le preguntó a una amiga por mí y mi nombre, me mira harto ufff,  aveces lo pillo y baja su cabeza, se me hace tierno, parece timido y a mí me llaman la atención los hombres así.  <br/> <br/> Una vez yo estaba recortada leyendo un libro, el chico iba pasando y me miraba a la vez, pude ver más o menos en su mirada, era fija reflejaba algo de timidez pero no paraba de mirarme, su amiga cuando me ve grita mi nombre y me sonrie, ya me da vergüenza... Se estará burlando porque yo no vi ésa actitud reflejada en ella, no creo que sea timido con las chicas porque el mantiene con ellas... ","Friends, Family &amp; Relationships","OTROS","1","4","ESP"
"20160120114300AAtDiB8","Anyone ever owned one?","I'm thinking about picking up a 1989 Camaro RS 2.8l V6 5 Speed manual. It only has 165,000 miles and the dude wanted 2k but I talked him down to 1500. Are these good cars? Is it worth $1500? I know they're not quick, but are the atleast quicker than your average Honda? ","Cars &amp; Transportation, Car Makes, Mercedes-Benz","PERMANENTER","0","5","ENG"
